#strcture_id,color(hex)
266441201,f2f1f0
266441205,f2f1f0
266441209,f2f1f0
266441213,f2f1f0
10194,f2f1f0
10195,f2f1f0
10196,f2f1f0
10738,f2f1f0
10739,f2f1f0
10740,f2f1f0
10741,f2f1f0
10742,f2f1f0
10743,f2f1f0
10197,f2f1f0
10744,f2f1f0
10745,f2f1f0
10746,f2f1f0
10747,f2f1f0
10748,f2f1f0
10749,f2f1f0
10198,f2f1f0
10199,f2f1f0
10200,f2f1f0
10750,f2f1f0
10751,f2f1f0
10752,f2f1f0
10753,f2f1f0
10754,f2f1f0
10755,f2f1f0
10201,f2f1f0
10756,f2f1f0
10757,f2f1f0
10758,f2f1f0
10759,f2f1f0
10760,f2f1f0
10761,f2f1f0
10202,f2f1f0
10203,f2f1f0
10762,f2f1f0
10763,f2f1f0
10764,f2f1f0
10765,f2f1f0
10766,f2f1f0
10767,f2f1f0
10204,f2f1f0
10768,f2f1f0
10769,f2f1f0
10770,f2f1f0
10771,f2f1f0
10772,f2f1f0
10773,f2f1f0
10205,f2f1f0
10206,f2f1f0
10774,f2f1f0
10775,f2f1f0
10776,f2f1f0
10777,f2f1f0
10778,f2f1f0
10779,f2f1f0
10207,f2f1f0
10780,f2f1f0
10781,f2f1f0
10782,f2f1f0
10783,f2f1f0
10784,f2f1f0
10785,f2f1f0
10162,f2f1f0
10163,f2f1f0
10164,f2f1f0
10786,f2f1f0
10787,f2f1f0
10788,f2f1f0
10789,f2f1f0
10790,f2f1f0
10165,f2f1f0
10791,f2f1f0
10792,f2f1f0
10793,f2f1f0
10794,f2f1f0
10795,f2f1f0
10166,f2f1f0
10796,f2f1f0
10797,f2f1f0
10798,f2f1f0
10799,f2f1f0
10800,f2f1f0
10167,f2f1f0
10801,f2f1f0
10802,f2f1f0
10803,f2f1f0
10804,f2f1f0
10805,f2f1f0
10168,f2f1f0
10169,f2f1f0
10806,f2f1f0
10807,f2f1f0
10808,f2f1f0
10809,f2f1f0
10810,f2f1f0
10170,f2f1f0
10811,f2f1f0
10812,f2f1f0
10813,f2f1f0
10814,f2f1f0
10815,f2f1f0
10171,f2f1f0
10816,f2f1f0
10817,f2f1f0
10818,f2f1f0
10819,f2f1f0
10820,f2f1f0
266441217,f2f1f0
266441221,f2f1f0
266441225,f2f1f0
266441229,f2f1f0
266441233,f2f1f0
266441237,f2f1f0
266441241,f2f1f0
10291,f2f1f0
10208,f2f1f0
10209,f2f1f0
10210,f2f1f0
10913,f2f1f0
10914,f2f1f0
10915,f2f1f0
10916,f2f1f0
10917,f2f1f0
10918,f2f1f0
10211,f2f1f0
10919,f2f1f0
10920,f2f1f0
10921,f2f1f0
10922,f2f1f0
10923,f2f1f0
10924,f2f1f0
10212,f2f1f0
10925,f2f1f0
10926,f2f1f0
10927,f2f1f0
10928,f2f1f0
10929,f2f1f0
10930,f2f1f0
10213,f2f1f0
10931,f2f1f0
10932,f2f1f0
10933,f2f1f0
10934,f2f1f0
10935,f2f1f0
10936,f2f1f0
13010,f2f1f0
10214,f2f1f0
10215,f2f1f0
10216,f2f1f0
10217,f2f1f0
10979,f2f1f0
10980,f2f1f0
10981,f2f1f0
10982,f2f1f0
10983,f2f1f0
10984,f2f1f0
10218,f2f1f0
10985,f2f1f0
10986,f2f1f0
10987,f2f1f0
10988,f2f1f0
10989,f2f1f0
10990,f2f1f0
10219,f2f1f0
10991,f2f1f0
10992,f2f1f0
10993,f2f1f0
10994,f2f1f0
10995,f2f1f0
10996,f2f1f0
10220,f2f1f0
10221,f2f1f0
10997,f2f1f0
10998,f2f1f0
10999,f2f1f0
11000,f2f1f0
11001,f2f1f0
11002,f2f1f0
10222,f2f1f0
11003,f2f1f0
11004,f2f1f0
11005,f2f1f0
11006,f2f1f0
11007,f2f1f0
11008,f2f1f0
10223,f2f1f0
11009,f2f1f0
11010,f2f1f0
11011,f2f1f0
11012,f2f1f0
11013,f2f1f0
11014,f2f1f0
10224,f2f1f0
11015,f2f1f0
11016,f2f1f0
11017,f2f1f0
11018,f2f1f0
11019,f2f1f0
11020,f2f1f0
267498979,f2f1f0
267498983,f2f1f0
267498987,f2f1f0
267498991,f2f1f0
267498995,f2f1f0
267498999,f2f1f0
267499003,f2f1f0
267499007,f2f1f0
267499011,f2f1f0
267499015,f2f1f0
267499019,f2f1f0
267499023,f2f1f0
267499027,f2f1f0
267499031,f2f1f0
267499035,f2f1f0
10225,f2f1f0
10226,f2f1f0
10227,f2f1f0
10937,f2f1f0
10938,f2f1f0
10939,f2f1f0
10940,f2f1f0
10941,f2f1f0
10942,f2f1f0
10228,f2f1f0
10943,f2f1f0
10944,f2f1f0
10945,f2f1f0
10946,f2f1f0
10947,f2f1f0
10948,f2f1f0
10231,f2f1f0
10961,f2f1f0
10962,f2f1f0
10963,f2f1f0
10964,f2f1f0
10965,f2f1f0
10966,f2f1f0
146034630,f2f1f0
146034634,f2f1f0
146034638,f2f1f0
146034642,f2f1f0
146034646,f2f1f0
146034650,f2f1f0
146034654,f2f1f0
146034658,f2f1f0
146034662,f2f1f0
146034666,f2f1f0
146034670,f2f1f0
146034674,f2f1f0
146034678,f2f1f0
146034682,f2f1f0
146034686,f2f1f0
10232,f2f1f0
10233,f2f1f0
10967,f2f1f0
10968,f2f1f0
10969,f2f1f0
10970,f2f1f0
10971,f2f1f0
10972,f2f1f0
10234,f2f1f0
10973,f2f1f0
10974,f2f1f0
10975,f2f1f0
10976,f2f1f0
10977,f2f1f0
10978,f2f1f0
13323,f2f1f0
10235,f2f1f0
13322,f2f1f0
10236,f2f1f0
10237,f2f1f0
11021,f2f1f0
11022,f2f1f0
11023,f2f1f0
11024,f2f1f0
11025,f2f1f0
11026,f2f1f0
10238,f2f1f0
11027,f2f1f0
11028,f2f1f0
11029,f2f1f0
11030,f2f1f0
11031,f2f1f0
11032,f2f1f0
10239,f2f1f0
11051,f2f1f0
11052,f2f1f0
11053,f2f1f0
11054,f2f1f0
11055,f2f1f0
11056,f2f1f0
10240,f2f1f0
10241,f2f1f0
11063,f2f1f0
11064,f2f1f0
11065,f2f1f0
11066,f2f1f0
11067,f2f1f0
11068,f2f1f0
10242,f2f1f0
11069,f2f1f0
11070,f2f1f0
11071,f2f1f0
11072,f2f1f0
11073,f2f1f0
11074,f2f1f0
10243,f2f1f0
11057,f2f1f0
11058,f2f1f0
11059,f2f1f0
11060,f2f1f0
11061,f2f1f0
11062,f2f1f0
10244,f2f1f0
10245,f2f1f0
11075,f2f1f0
11076,f2f1f0
11077,f2f1f0
11078,f2f1f0
11079,f2f1f0
11080,f2f1f0
10246,f2f1f0
11081,f2f1f0
11082,f2f1f0
11083,f2f1f0
11084,f2f1f0
11085,f2f1f0
11086,f2f1f0
10247,f2f1f0
11087,f2f1f0
11088,f2f1f0
11089,f2f1f0
11090,f2f1f0
11091,f2f1f0
11092,f2f1f0
10267,f2f1f0
11158,f2f1f0
11159,f2f1f0
11160,f2f1f0
11161,f2f1f0
11162,f2f1f0
11163,f2f1f0
13324,f2f1f0
10248,f2f1f0
10249,f2f1f0
11093,f2f1f0
11094,f2f1f0
11095,f2f1f0
11096,f2f1f0
11097,f2f1f0
11098,f2f1f0
10250,f2f1f0
11099,f2f1f0
11100,f2f1f0
11101,f2f1f0
11102,f2f1f0
11103,f2f1f0
11104,f2f1f0
10251,f2f1f0
11105,f2f1f0
11106,f2f1f0
11107,f2f1f0
11108,f2f1f0
11109,f2f1f0
11110,f2f1f0
10252,f2f1f0
10253,f2f1f0
11033,f2f1f0
11034,f2f1f0
11035,f2f1f0
11036,f2f1f0
11037,f2f1f0
11038,f2f1f0
10254,f2f1f0
11039,f2f1f0
11040,f2f1f0
11041,f2f1f0
11042,f2f1f0
11043,f2f1f0
11044,f2f1f0
10255,f2f1f0
11045,f2f1f0
11046,f2f1f0
11047,f2f1f0
11048,f2f1f0
11049,f2f1f0
11050,f2f1f0
10256,f2f1f0
10257,f2f1f0
10258,f2f1f0
11111,f2f1f0
11112,f2f1f0
11113,f2f1f0
11114,f2f1f0
11115,f2f1f0
11116,f2f1f0
10259,f2f1f0
11117,f2f1f0
11118,f2f1f0
11119,f2f1f0
11120,f2f1f0
11121,f2f1f0
11122,f2f1f0
10260,f2f1f0
11123,f2f1f0
11124,f2f1f0
11125,f2f1f0
11126,f2f1f0
11127,f2f1f0
11128,f2f1f0
10263,f2f1f0
10264,f2f1f0
11141,f2f1f0
11142,f2f1f0
11143,f2f1f0
11144,f2f1f0
11145,f2f1f0
10265,f2f1f0
11146,f2f1f0
11147,f2f1f0
11148,f2f1f0
11149,f2f1f0
11150,f2f1f0
11151,f2f1f0
10261,f2f1f0
11129,f2f1f0
11130,f2f1f0
11131,f2f1f0
11132,f2f1f0
11133,f2f1f0
11134,f2f1f0
10262,f2f1f0
11135,f2f1f0
11136,f2f1f0
11137,f2f1f0
11138,f2f1f0
11139,f2f1f0
11140,f2f1f0
10266,f2f1f0
11152,f2f1f0
11153,f2f1f0
11154,f2f1f0
11155,f2f1f0
11156,f2f1f0
11157,f2f1f0
267499039,f2f1f0
267499043,f2f1f0
267499047,f2f1f0
267499051,f2f1f0
267499055,f2f1f0
267499059,f2f1f0
267499063,f2f1f0
267499067,f2f1f0
267499071,f2f1f0
267499075,f2f1f0
267499079,f2f1f0
267499083,f2f1f0
267499087,f2f1f0
267499091,f2f1f0
10268,f2f1f0
13011,f2f1f0
13012,f2f1f0
13013,f2f1f0
13014,f2f1f0
13015,f2f1f0
13016,f2f1f0
13017,f2f1f0
10269,f2f1f0
11164,f2f1f0
11165,f2f1f0
11166,f2f1f0
11167,f2f1f0
11168,f2f1f0
11169,f2f1f0
11170,f2f1f0
11171,f2f1f0
11172,f2f1f0
11173,f2f1f0
11174,f2f1f0
10270,f2f1f0
146034690,f2f1f0
10271,f2f1f0
11175,f2f1f0
11176,f2f1f0
11177,f2f1f0
11178,f2f1f0
11179,f2f1f0
11180,f2f1f0
10272,f2f1f0
10273,f2f1f0
11181,f2f1f0
11182,f2f1f0
11183,f2f1f0
11184,f2f1f0
11185,f2f1f0
11186,f2f1f0
10274,f2f1f0
11187,f2f1f0
11188,f2f1f0
11189,f2f1f0
11190,f2f1f0
11191,f2f1f0
11192,f2f1f0
10275,f2f1f0
11193,f2f1f0
11194,f2f1f0
11195,f2f1f0
11196,f2f1f0
11197,f2f1f0
11198,f2f1f0
10276,f2f1f0
11199,f2f1f0
11200,f2f1f0
11201,f2f1f0
11202,f2f1f0
11203,f2f1f0
11204,f2f1f0
267499095,f2f1f0
267499099,f2f1f0
267499103,f2f1f0
267499107,f2f1f0
267499111,f2f1f0
267499115,f2f1f0
267499119,f2f1f0
267499123,f2f1f0
267499127,f2f1f0
267499131,f2f1f0
267499135,f2f1f0
267499139,f2f1f0
267499143,f2f1f0
267499147,f2f1f0
267499151,f2f1f0
267499155,f2f1f0
267499159,f2f1f0
267499163,f2f1f0
267499167,f2f1f0
267499171,f2f1f0
267499175,f2f1f0
267499179,f2f1f0
267499183,f2f1f0
267499187,f2f1f0
267499191,f2f1f0
267499195,f2f1f0
267499199,f2f1f0
267499203,f2f1f0
10288,f2f1f0
10289,f2f1f0
15513,f2f1f0
11253,f2f1f0
11254,f2f1f0
11255,f2f1f0
11256,f2f1f0
11257,f2f1f0
11258,f2f1f0
15514,f2f1f0
15515,f2f1f0
15516,f2f1f0
15517,f2f1f0
15518,f2f1f0
15519,f2f1f0
15520,f2f1f0
10290,f2f1f0
15521,f2f1f0
11259,f2f1f0
11260,f2f1f0
11261,f2f1f0
11262,f2f1f0
11263,f2f1f0
11264,f2f1f0
15522,f2f1f0
15523,f2f1f0
15524,f2f1f0
15525,f2f1f0
15526,f2f1f0
15527,f2f1f0
15528,f2f1f0
10277,f2f1f0
10278,f2f1f0
10279,f2f1f0
11212,f2f1f0
11213,f2f1f0
11214,f2f1f0
11215,f2f1f0
11216,f2f1f0
11217,f2f1f0
